Hanja,mean,sound,meanFiveElements,soundFiveElements
噭,"부르짖을, 부르짖다 , 울다 , 외치다 , 격하다 , 주둥이 좋지않은 의미 문자 ",교,수,목
殼,"껍질, 껍질, 내리치다 좋지않은 의미 문자 ",각,금,목
靺,"말갈, 버선, 오랑캐 이름 좋지않은 의미 문자 ",말,금,수화
斬,"벨,끊을, 베(어 죽이)다, 끊어지다 좋지않은 의미 문자 ",참,금,금수
尨,"삽살개, 삽살개 , 잡색 ,높고 크다 , 얼룩얼룩하다 , 어지럽다 좋지않은 의미 문자 ",방,토,수토
稍,"점점,끝, 점점, (봉)록, 작다, 지역 이름 좋지않은 의미 문자 ",초,목,금
惑,"비혹할, 미혹하다, 미혹하게 하다, 미혹, 의혹 좋지않은 의미 문자 ",혹,화,토목
癧,"연주창, 좋지않은 의미 문자 ",력,수,화목
紙,"종이, 종이 좋지않은 의미 문자 ",지,목,금
餒,"주릴, 굶기다 , 썩다 , 굶주림 좋지않은 의미 문자 ",뇌,수,화
謗,"헐뜯을, 헐뜯다, 헐뜯는 말 좋지않은 의미 문자 ",방,금,수토
限,"한정, 지경, 한정, 문지방, 기한 좋지않은 의미 문자 ",한,토,토화
低,"낮을, 낮다, 숙이다, 구부리다 좋지않은 의미 문자 ",저,화,금
懲,"혼날, 징계하다, 징계 좋지않은 의미 문자 ",징,화,금토
鴉,"갈까마귀, 갈가마귀, 큰부리까마귀, 검다 좋지않은 의미 문자 ",아,화,토
錯,"섞일,어긋날, 꾸미다, , 숫돌, 번갈아, 어긋나다, 그릇하다, 섞(이)다, (살결이) 트다 좋지않은 의미 문자 ",착,금,금목
蛸,"갈거미, 갈거미 , 사마귀알 , 오징어 좋지않은 의미 문자 ",소,수,금
雩,"기우제, 기우제 , 기우제를 지내다 좋지않은 의미 문자 ",우,수,토
罨,"그물, 그물 , 그물질하다 , 덮다 , 그물 , 그물질하다 좋지않은 의미 문자 ",엄,목,토수
矙,"엿볼, 엿보다 , 보다 좋지않은 의미 문자 ",감,목,목수
躙,"짓밟을, 짓밟다,유린하다, 수레바퀴 자국 좋지않은 의미 문자 ",린,토,화
鰍,"미꾸라지, 미꾸라지 좋지않은 의미 문자 ",추,수,금
偸,"훔칠, 훔치다, 사통하다, 야박하다 좋지않은 의미 문자 ",투,화,화
綃,"생사(익히지 않은명주실), 생사 , 생초 좋지않은 의미 문자 ",초,목,금
攔,"막을, 막다 , 차단하다 , 칸막이 좋지않은 의미 문자 ",란,목,화
詐,"사기, 속이다, 가장하다 , 기롱하다 좋지않은 의미 문자 ",사,금,금
肢,"팔다리, 팔다리, 사지, 수족 좋지않은 의미 문자 ",지,수,금
狄,"오랑캐, 오랑캐(북방의 만족), 악공, 아전, 꿩털(翟), 멀다, 빠르다, 깎다 좋지않은 의미 문자 ",적,토,금목
瑩,"의혹할, 밝다, 맑다 좋지않은 의미 문자 ",형,금,토
覘,"엿볼, 엿보다 , 몰래 보다 , 살펴보다 , 관찰하다 좋지않은 의미 문자 ",점,화,금수
鍝,"톱, 톱 , 귀고리 좋지않은 의미 문자 ",우,금,토
疝,"산증(복통), 산증 , 배 아프다 좋지않은 의미 문자 ",산,수,금화
淪,"빠질, 물놀이, 잔 물결, 잠기다, 빠지다, 빠져들다 좋지않은 의미 문자 ",륜,수,화
杳,"아득할, 어둡다, 아득하다, 멀다, 깊숙하다 좋지않은 의미 문자 ",묘,목,수
醒,"술깰, 깨다, 깨닫다, 낫다 , 다시 활동하다 , 청신하다 좋지않은 의미 문자 ",성,금,금토
檻,"난간, 난간, 우리 , 덫 좋지않은 의미 문자 ",함,목,토수
虱,"이(기생충벌레), 이 , 관이 끼치는 폐해 , 검은깨 , 참 좋지않은 의미 문자 ",슬,수,금화
蹊,"좁은길, 좁은 길, 지나다, 지름길 좋지않은 의미 문자 ",혜,토,토
橈,"굽을, 굽다, 구부리다 ,약화시키다 , 꺾어지다 좋지않은 의미 문자 ",요,목,토
輾,"돌아누울, 돌다, 구르다 좋지않은 의미 문자 ",전,금,금화
寇,"도적, 도둑, 원수, (외적이 침입한) 난리, 해치다, 쳐들어오다 좋지않은 의미 문자 ",구,목,목
訔,"언쟁할, 언쟁하다 , 논쟁하다 , 누그러지다 , 시비하는 모양 좋지않은 의미 문자 ",은,금,토화
嬈,"번거로울, 번거롭다, 희롱하다 , 번뇌하다 , 어지럽히다 , 어지럽다 좋지않은 의미 문자 ",요,토,토
劉,"성씨, 이기다, 죽이다, 도끼 좋지않은 의미 문자 ",유,금,토성(姓)씨 사용
窘,"군색할(가난할), 군색하다, 곤궁하다, 괴롭다, 괴롭히다 좋지않은 의미 문자 ",군,수,목화
僿,"잘게 부술, 잘게 부수다 , 막다 , 성의없다 , 자질구레하다 , 잘게 부수다 좋지않은 의미 문자 ",사,화,금
汐,"썰물, 조수 , 간조 , 물의 이름 좋지않은 의미 문자 ",석,수,금목
薥,"접시꽃, 접시꽃 , 철쭉나무 좋지않은 의미 문자 ",촉,목,금목
艨,"싸움배, 싸움배 좋지않은 의미 문자 ",몽,목,수토
棺,"널, 널, 입관하다 좋지않은 의미 문자 ",관,목,목화
黮,"검을, 검다 , 새까맣다 , 검누른빛 , 사사로움 좋지않은 의미 문자 ",담,수,화수
窊,"우묵할, 우묵하다, 웅덩이 , 낮은 땅 좋지않은 의미 문자 ",와,수,토
麀,"암사슴, 암사슴 좋지않은 의미 문자 ",우,토,토
懈,"게으를, 게으르다, 게으름 좋지않은 의미 문자 ",해,화,토
毚,"약은 토끼, 약은 토끼 , 약빠르다 , 조금 좋지않은 의미 문자 ",참,화,금수
菟,"호랑이, 좋지않은 의미 문자 ",도,목,화
醱,"술궬, (술을) 빚다 좋지않은 의미 문자 ",발,금,수화
痲,"저릴, 저리다, 마마꽃 , 홍역 좋지않은 의미 문자 ",마,수,수
炙,"구울, 좋지않은 의미 문자 ",적,화,금목
蛾,"나방, 나방, 눈썹, 갑자기(俄) 좋지않은 의미 문자 ",아,수,토
惴,"두려워할, 두려워하다 , 두려워 벌벌 떨다 , 꿈틀거리다 좋지않은 의미 문자 ",췌,화,금
亂,"어지러울, 어지럽다, 다스리다, 건너다, 난리, 음란한 행위, 풍류 좋지않은 의미 문자 ",란,목,화
詬,"꾸짖을, 꾸짖다 , 욕보이다 , 욕하다 , 성내다, 부끄러움 , 교묘히 좋지않은 의미 문자 ",구,금,목
蜡,"납제,제사, 납제 좋지않은 의미 문자 ",사,수,금
肛,"항문, 똥구멍, 항문 좋지않은 의미 문자 ",항,수,토
麴,"누룩, 누룩, 술, 청황색 좋지않은 의미 문자 ",국,목,목
陵,"언덕, 언덕, 무덤, 임금의 무덤, 가벼이 여기다, 업신여기다 좋지않은 의미 문자 ",릉,토,화토
戧,"비롯할,다칠, 비롯하다 , 시작하다 , 다치다 , 상하다 , 징계하다 좋지않은 의미 문자 ",창,금,금토
齷,"악착할, 악착하다(작은 일에 구애받는 모양), 잡다, 잗달다 좋지않은 의미 문자 ",악,금,토목
愧,"부끄러울, 부끄러워하다, 수치를 느끼다 좋지않은 의미 문자 ",괴,화,목
儜,"괴로워할, 괴로워하다 , 약하다 좋지않은 의미 문자 ",영,화,토
忐,"마음 허할, 마음이 허하다 , 공허하다 좋지않은 의미 문자 ",탐,화,화수
缺,"결렬,이지러질, 이지러지다, 없어지다, 모자라다, (벼슬 자리가) 비다, 나오지 않다, (할 일을) 빠뜨리다 좋지않은 의미 문자 ",결,토,목화
褺,"겹옷, 겹옷 , 고을 이름 좋지않은 의미 문자 ",첩,목,금수
蹶,"넘어질,일어설, 넘(엎)어지다, 거꾸러뜨리다, 밟다, 차다, 달리다 좋지않은 의미 문자 ",궐,토,목화
鍔,"칼날, 칼날, 가(장자리) 좋지않은 의미 문자 ",악,금,토목
侄,"어리석을, 어리석다, 굳다 좋지않은 의미 문자 ",질,화,금화
欠,"하품, 하품(하다), 모자라다, 빚, 부채 좋지않은 의미 문자 ",흠,화,토수
淆,"뒤썩일, 뒤섞이다, 어지러워지다, 흐리다, 흐리게 하다 좋지않은 의미 문자 ",효,수,토
坷,"평탄하지 않을, 험하다 , 고생하다 좋지않은 의미 문자 ",가,토,목
弑,"윗사람 죽일, 윗사람을 죽이다 , 죽이다 좋지않은 의미 문자 ",시,금,금
狙,"원숭이,엿볼, 긴 팔을 가진 원숭이, 엿보다, 노리다, 찾다, 교활하다 좋지않은 의미 문자 ",저,토,금
欿,"서운할, 서운하다 , 시름겹다 , 근심하다 좋지않은 의미 문자 ",감,화,목수
尾,"꼬리, 꼬리, 끝, 별 이름, 흘레하다, (물고기 세는 단위) 마리 좋지않은 의미 문자 ",미,수,수
猫,"고양이, 고양이, 닻 좋지않은 의미 문자 ",묘,토,수
麞,"노루, 노루 좋지않은 의미 문자 ",장,토,금토
輜,"짐수레, 짐수레, 바퀴살의 끝 좋지않은 의미 문자 ",치,화,금
蛉,"잠자리, 잠자리 , 배추벌레 , 털매미 좋지않은 의미 문자 ",영,수,토
闌,"가로막을, 가로막다 , 방지하다 , 쇠퇴하다, 저물다 좋지않은 의미 문자 ",란,목,화
便,"똥오줌, 좋지않은 의미 문자 ",변,화,수화
犳,"표범, 고양잇과의 동물 좋지않은 의미 문자 ",작,토,금목
廝,"하인, 하인 , 종 , 노예 , 서로 , 천하다 , 나누다, 부리다 좋지않은 의미 문자 ",시,목,금
麤,"거칠, 거칠다 , 굵다 , 섞이다 , 추하다 , 매조미쌀 좋지않은 의미 문자 ",추,토,금
呶,"지껄일, 지껄이다 , 말을 많이 하다 좋지않은 의미 문자 ",노,수,화
配,"짝, 짝을 짓다, 짝을 지우다, 짝, 종사하다, 나누다, 귀양보내다, 딸 좋지않은 의미 문자 ",배,금,수
違,"어길, 어기다, 어그러지다, 다르다, 떨어지다, 피하다, 달아나다, 멀리하다, 원망하다 좋지않은 의미 문자 ",위,토,토
茫,"망망할, 아득하다, 망망하다, 멍하다 좋지않은 의미 문자 ",망,목,수토
雉,"꿩, 꿩, (성의) 담 좋지않은 의미 문자 ",치,화,금
殞,"죽을, 죽다 , 훼손하다 , 떨어지다, 떨어뜨리다 좋지않은 의미 문자 ",운,수,토화
痞,"결릴, 결리다 , 답답하다 , 앓다 , 약하다 , 창증 , 무 좋지않은 의미 문자 ",비,수,수
痙,"경련, 경련 , 경련을 일으키다 , 심줄 당기다 , 목 뻣뻣하다 , 중풍 좋지않은 의미 문자 ",경,수,목토
輇,"상여, 상여 , 바퀴살이 없는 널빤지를 도려 좋지않은 의미 문자 ",전,화,금화
空,"구멍, 하늘, 비우다, 쓸쓸하다, 헛됨, 미련하다, 공간, 구멍 좋지않은 의미 문자 ",공,수,목토성(姓)씨 사용
險,"험할, 험하다, 음흉하다, 높다, 어렵다 좋지않은 의미 문자 ",험,토,토수
窪,"웅덩이, 웅덩이 , 맑은 물 , 깊다 , 우묵하다 좋지않은 의미 문자 ",와,수,토
棄,"버릴, 버리다, 잊다, 돌보지 않다, 물리치다 좋지않은 의미 문자 ",기,목,목
膞,"저민 고기, 저민 고기 , 장딴지 , 무릎 , 창자 좋지않은 의미 문자 ",전,수,금화
紇,"묶을, 묶다, 명주실 좋지않은 의미 문자 ",흘,목,토화
燐,"도깨비불, 도깨비불 , 인 , 반딧불 , 빛이 번쩍이다 좋지않은 의미 문자 ",인,화,토화
誄,"애도할,조문할, 애도하다 ,조문을읽다 , 빌다 좋지않은 의미 문자 ",뢰,금,화
蛹,"번데기, 번데기 , 초파리 좋지않은 의미 문자 ",용,수,토
啂,"젖 먹을, 젖을 먹다 , 젖을 주다 좋지않은 의미 문자 ",누,수,화
肓,"명치끝, 명치끝 , 가슴 , 고황 좋지않은 의미 문자 ",황,수,토
唏,"훌쩍훌쩍 울, 훌쩍훌쩍 울다, 슬프다, 탄식하다 좋지않은 의미 문자 ",희,수,토
蟾,"도울,두꺼비, 두꺼비, 달의 좋지않은 의미 문자 ",섬,수,금수
拌,"버릴, 버리다, 내버리다, 쪼개다, 가르다, (휘저어) 뒤섞다 좋지않은 의미 문자 ",반,목,수화
淤,"진흙, 진흙 , 앙금 좋지않은 의미 문자 ",어,수,토
艶,"고울, 곱다 , 아름답다 , 탐스럽다 , 선망하다 , 부러워하다 , 탐내다 좋지않은 의미 문자 ",염,토,토수
褙,"속적삼, 속적삼, 배접(褙接)하다 좋지않은 의미 문자 ",배,목,수
苔,"이끼, 이끼 좋지않은 의미 문자 ",태,목,화
鬙,"머리 헝클어질, 머리 헝클어지다 , 머리털이 짧다 , 머리털이 길다 좋지않은 의미 문자 ",승,화,금토
牸,"암소, 암소 , 암컷 좋지않은 의미 문자 ",자,토,금
嚙,"깨물, 깨물다 , 뼈를 씹다 , 침식하다 좋지않은 의미 문자 ",교,수,목
祠,"사당, 사당 , 제사 지내다 좋지않은 의미 문자 ",사,목,금
腭,"잇몸, 잇몸 , 치은 , 입천장 좋지않은 의미 문자 ",악,수,토목
臚,"살갗, 배의 앞 , 제사이름 , 펴다 , 펼쳐 놓다 좋지않은 의미 문자 ",여,수,토
逖,"멀, 멀다 , 멀리하다 , 두려워하다 좋지않은 의미 문자 ",적,토,금목
獸,"짐승, 짐승 좋지않은 의미 문자 ",수,토,금
鍫,"가래(괭이종류), 가래 , 괭이 좋지않은 의미 문자 ",초,금,금
患,"근심, 근심, 재앙, 병, 근심하다 좋지않은 의미 문자 ",환,화,토화
忓,"방해할, 방해하다,어지럽히다 좋지않은 의미 문자 ",간,화,목화
臥,"엎드릴, 눕다, 누워 자다 , 쉬다, 넘어지다 , 엎다, 숨어 살다 , 잠자리 좋지않은 의미 문자 ",와,화,토
疸,"황달, 황달 , 달병 좋지않은 의미 문자 ",달,수,화
臏,"종지뼈, 종지뼈 , 슬개골 , 월형 , 죄인의 발을 자르는 형벌 좋지않은 의미 문자 ",빈,수,수화
鎖,"잠글, 쇠사슬, 자물쇠, 항쇄, 수갑, 가두다, 잠 좋지않은 의미 문자 ",쇄,금,금
鐸,"목탁, 방울 좋지않은 의미 문자 ",탁,금,화목
羸,"파리할, 파리하다, 수척하다, 고달프다, 약하다, 엎지르다, 괴로워하다 좋지않은 의미 문자 ",이,토,토
癃,"느른할,기운없을, 느른하다 , 위독하다 , 늙다 좋지않은 의미 문자 ",융,수,토
鐺,"쇠사슬, 쇠사슬 , 종고 소리 , 물건을 꿰다 좋지않은 의미 문자 ",당,금,화토
壞,"무너질, 무너지다, 무너뜨리다 좋지않은 의미 문자 ",괴,토,목
襒,"털, 털다 , 훔치다 좋지않은 의미 문자 ",별,목,수화
螭,"교룡,용의암컷, 교룡 , 뿔 없는 용 , 용의 새끼 , 용의 암컷 , 맹수 좋지않은 의미 문자 ",리,수,화
疴,"질병, 병, 입앓이 , 경기 좋지않은 의미 문자 ",아,수,토
糾,"얽힐, 꼬다, 규명하다, 모으다, 얽히다, 감기다 좋지않은 의미 문자 ",규,목,목
荑,"벨, 베다, 깎다 좋지않은 의미 문자 ",이,목,토
羌,"오랑캐, 오랑캐, 아(탄식하는 소리) 좋지않은 의미 문자 ",강,토,목토
琠,"귀막이, 귀막이, 옥 이름 좋지않은 의미 문자 ",전,금,금화
縘,"맬(매달다), 매다 , 매달다 , 죄수 , 줄 좋지않은 의미 문자 ",계,목,목
戇,"어리섞을, 어리석다 , 우직하다 , 외고집인 성질 좋지않은 의미 문자 ",당,화,화토
禴,"봄 제사, 봄 제사 , 여름 제사 , 종묘의 제사 이름 , 불시 좋지않은 의미 문자 ",약,목,토목
蝗,"메뚜기, 누리(메뚜기과에 속하는 곤충) 좋지않은 의미 문자 ",황,수,토
咽,"목멜, 목메다 , 막히다 , 목구멍 좋지않은 의미 문자 ",열,수,토화
喊,"소리칠, 소리치다 , 고함지르다 좋지않은 의미 문자 ",함,수,토수
肯,"조심할, 즐기어 하다, 수긍하다, 감히, 뼈에 붙은 살 좋지않은 의미 문자 ",긍,수,목토
籤,"제비(제비뽑기), 제비(대오리 따위로 만든 길흉을 점치거나 당첨을 결정하는 심지), 꼬챙이, 찌(簽) 좋지않은 의미 문자 ",첨,목,금수
黐,"끈끈이, 끈끈이 , 새 잡는 풀 좋지않은 의미 문자 ",리,목,화
伋,"속일, 속이다, 인명 좋지않은 의미 문자 ",급,화,목수
銳,"날카로울, 날카롭다, 빠르다, 날래다, 날카롭게 하다, 날래게 하다, 작다 좋지않은 의미 문자 ",예,금,토
刃,"칼날, 칼날, 칼, 베다 좋지않은 의미 문자 ",인,금,토화
癖,"버릇, 적취(久滯의 한 가지), 버릇 좋지않은 의미 문자 ",벽,수,수목
汒,"황급할, 황급하다 , 아득하다 , 망연하다 좋지않은 의미 문자 ",망,수,수토
廏,"마구간, 마구간, 마소가 모이는 곳, 벼슬 이름, 말에 관한 일을 관장하던 벼슬 좋지않은 의미 문자 ",구,목,목
鱏,"철갑상어, 철갑상어, 가오dhgt 좋지않은 의미 문자 ",심,수,금수
膋,"발기름(지방덩어리), 발기름(짐승의 지방 덩어리) 좋지않은 의미 문자 ",요,수,토
破,"깨칠, 깨지다, 깨뜨리다, 깨진 곳, 가르다, 흩뜨리다, 악곡 이름 좋지않은 의미 문자 ",파,금,수
鰾,"부레, 부레-물고기의 공기주머니 좋지않은 의미 문자 ",표,수,수
躑,"머뭇거릴, 머뭇거리다 , 땅 밟고 서다 , 차다 , 철쭉꽃 , 발에 묻은 때 좋지않은 의미 문자 ",척,토,금목
潴,"웅덩이, 웅덩이 , 괴다 좋지않은 의미 문자 ",저,수,금
燐,"도깨비불, 도깨비불, 인, 반딧불 좋지않은 의미 문자 ",린,화,화
霧,"안개, 안개 좋지않은 의미 문자 ",무,수,수
老,"늙을, 늙다, 늙은이, 어른, 익숙하다, 존칭하다 좋지않은 의미 문자 ",로,토,화성(姓)씨 사용
獯,"오랑캐 이름, 오랑캐 이름 , 흉노의 딴 이름 좋지않은 의미 문자 ",훈,토,토화
忝,"더럽힐, 더럽히다 , 욕보이다 , 욕되게 하다 , 황송하다 좋지않은 의미 문자 ",첨,화,금수
毫,"터럭, 가는 털 잔 털, 조금 근소 좋지않은 의미 문자 ",호,화,토
詘,"굽힐, 굽히다, 막히다 , 짧다 , 덜다, 따르다 , 접다, 꿀리다 , 빠지다 좋지않은 의미 문자 ",굴,금,목화
毁,"헐, 헐다, 상처를 입히다, 무찌르다 좋지않은 의미 문자 ",훼,금,토
臟,"오장, 배 안에 있는 여러 기관의 총칭 좋지않은 의미 문자 ",장,수,금토
飭,"신칙할(타일러경계할), 신칙하다, 갖추다, 삼가다, 힘쓰다 좋지않은 의미 문자 ",칙,수,금목
沫,"물거품, 거품, 비말(튀어 올랐다 흩어지는 물방울), 땀, 그만두다, 말다 좋지않은 의미 문자 ",말,수,수화
鈍,"둔할, 무디다, 무디어지다 무디게 하다, 굼뜨다, 우둔하다 좋지않은 의미 문자 ",둔,금,화
倡,"광대, 여광대, 여배우, 갈보, 미치다, 가무, 미치광이, 기생 좋지않은 의미 문자 ",창,수,금토
髖,"허리뼈, 허리뼈 , 엉덩이뼈 , 살 , 사타구니 좋지않은 의미 문자 ",관,금,목화
